Paradigm,Exp,x1,p1,t1,x2,p2,t2,N,y
Choice,Ericson15,0.5,1,0,1,1,0.5,7,6
Choice,Ericson15,0.5,1,0,1,1,0.75,6,5
Choice,Ericson15,0.5,1,0.25,1,1,0.5,5,3
Choice,Ericson15,0.5,1,0.25,1,1,0.75,6,4
Choice,Ericson15,0.5,1,0.25,1,1,1,5,3
Choice,Ericson15,0.5,1,0.5,1,1,0.75,5,2
Choice,Ericson15,0.5,1,0.5,1,1,1,5,4
Choice,Ericson15,0.5,1,0.5,1,1,1.25,8,5
Choice,Ericson15,0.5,1,0,1.5,1,0.25,8,5
Choice,Ericson15,0.5,1,0,1.5,1,0.5,3,1
Choice,Ericson15,0.5,1,0,1.5,1,0.75,2,2
Choice,Ericson15,0.5,1,0.25,1.5,1,0.5,8,1
Choice,Ericson15,0.5,1,0.25,1.5,1,0.75,5,5
Choice,Ericson15,0.5,1,0.25,1.5,1,1,8,8
Choice,Ericson15,0.5,1,0.5,1.5,1,0.75,5,0
Choice,Ericson15,0.5,1,0.5,1.5,1,1,3,1
Choice,Ericson15,0.5,1,0.5,1.5,1,1.25,1,1
Choice,Ericson15,0.67,1,0,2.67,1,0.25,5,1
Choice,Ericson15,0.67,1,0,2.67,1,0.5,6,3
Choice,Ericson15,0.67,1,0,2.67,1,0.75,10,7
Choice,Ericson15,0.67,1,0.25,2.67,1,0.5,4,2
Choice,Ericson15,0.67,1,0.25,2.67,1,0.75,6,2
Choice,Ericson15,0.67,1,0.25,2.67,1,1,7,3
Choice,Ericson15,0.67,1,0.5,2.67,1,0.75,7,2
Choice,Ericson15,0.67,1,0.5,2.67,1,1,5,4
Choice,Ericson15,0.67,1,0.5,2.67,1,1.25,6,3
Choice,Ericson15,1,1,0,1.1,1,0.25,3,3
Choice,Ericson15,1,1,0,1.1,1,0.5,2,2
Choice,Ericson15,1,1,0,1.1,1,0.75,2,2
Choice,Ericson15,1,1,0.25,1.1,1,0.5,1,1
Choice,Ericson15,1,1,0.25,1.1,1,0.75,9,7
Choice,Ericson15,1,1,0.25,1.1,1,1,5,5
Choice,Ericson15,1,1,0.5,1.1,1,0.75,2,2
Choice,Ericson15,1,1,0.5,1.1,1,1,4,4
Choice,Ericson15,1,1,0.5,1.1,1,1.25,6,6
Choice,Ericson15,1,1,0,1.5,1,0.25,2,2
Choice,Ericson15,1,1,0,1.5,1,0.5,8,7
Choice,Ericson15,1,1,0,1.5,1,0.75,6,4
Choice,Ericson15,1,1,0.25,1.5,1,0.5,1,1
Choice,Ericson15,1,1,0.25,1.5,1,0.75,6,5
Choice,Ericson15,1,1,0.25,1.5,1,1,2,1
Choice,Ericson15,1,1,0.5,1.5,1,0.75,8,5
Choice,Ericson15,1,1,0.5,1.5,1,1,2,1
Choice,Ericson15,1,1,0.5,1.5,1,1.25,8,5
Choice,Ericson15,1,1,0,2,1,0.25,1,1
Choice,Ericson15,1,1,0,2,1,0.5,5,5
Choice,Ericson15,1,1,0,2,1,0.75,2,2
Choice,Ericson15,1,1,0.25,2,1,0.5,7,6
Choice,Ericson15,1,1,0.25,2,1,0.75,9,9
Choice,Ericson15,1,1,0.25,2,1,1,2,1
Choice,Ericson15,1,1,0.5,2,1,0.75,5,2
Choice,Ericson15,1,1,0.5,2,1,1,3,2
Choice,Ericson15,1,1,0.5,2,1,1.25,6,6
Choice,Ericson15,1,1,0,3,1,0.25,3,2
Choice,Ericson15,1,1,0,3,1,0.5,3,3
Choice,Ericson15,1,1,0,3,1,0.75,4,3
Choice,Ericson15,1,1,0.25,3,1,0.5,5,3
Choice,Ericson15,1,1,0.25,3,1,0.75,4,4
Choice,Ericson15,1,1,0.25,3,1,1,10,6
Choice,Ericson15,1,1,0.5,3,1,0.75,2,0
Choice,Ericson15,1,1,0.5,3,1,1,5,4
Choice,Ericson15,1,1,0.5,3,1,1.25,3,1
Choice,Ericson15,1.67,1,0,6.67,1,0.25,5,2
Choice,Ericson15,1.67,1,0,6.67,1,0.5,2,0
Choice,Ericson15,1.67,1,0,6.67,1,0.75,1,1
Choice,Ericson15,1.67,1,0.25,6.67,1,0.5,3,0
Choice,Ericson15,1.67,1,0.25,6.67,1,0.75,3,1
Choice,Ericson15,1.67,1,0.25,6.67,1,1,6,3
