V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96
89,71,88,88,83,76,69,82,84,77,51,79,61,84,56,81,62,70,52,55,60,48,52,54,54,54,50,46,48,55,60,44,19,19,15,37,12,47,40,15,7,31,17,15,12,10,52,30,88,93,97,87,93,95,94,89,63,91,59,80,88,86,69,71,26,40,17,30,8,38,70,18,38,13,22,25,32,34,18,49,84,96,74,68,93,84,81,92,79,84,66,63,95,64,69,86
81,73,86,87,78,70,64,81,78,62,57,73,61,89,59,73,62,71,59,57,55,51,57,46,57,54,45,55,46,46,54,51,18,14,23,33,14,51,56,17,6,25,19,16,19,17,51,36,90,94,99,90,94,93,94,87,66,89,63,80,91,81,70,73,25,35,20,31,15,33,72,17,30,7,21,27,41,35,25,46,91,98,76,62,92,75,90,97,78,88,70,71,95,60,76,86
87,63,90,80,84,66,60,76,79,61,60,71,62,81,66,74,52,63,56,57,45,45,56,42,63,57,46,52,46,51,55,47,20,9,22,32,18,36,63,23,13,27,23,14,10,5,51,48,89,94,89,91,91,98,88,88,57,91,74,83,86,83,72,81,27,45,27,31,13,39,80,20,32,10,16,29,49,26,33,50,89,94,82,69,89,87,86,95,85,82,73,54,93,62,60,88
83,64,85,85,73,72,62,75,75,64,53,80,52,83,59,73,56,67,40,58,52,49,56,45,57,59,45,59,50,45,49,52,19,9,17,35,21,47,57,17,14,34,27,18,14,15,42,42,79,93,91,90,92,86,86,87,50,79,65,78,76,81,64,77,27,41,30,34,16,32,69,18,37,16,20,16,41,28,26,49,83,90,81,74,89,83,86,94,79,84,64,61,86,51,69,83
86,69,84,84,79,69,58,79,78,71,46,71,59,83,64,76,60,64,50,57,56,55,50,52,59,53,51,58,48,40,53,49,13,18,14,33,14,48,46,27,11,24,13,16,13,13,39,40,90,93,92,94,89,95,91,90,74,86,75,83,89,80,73,72,26,51,15,28,18,40,71,25,28,11,23,22,43,28,23,50,82,98,83,69,90,78,78,94,83,85,69,59,93,44,75,88
83,68,83,87,82,56,58,83,81,73,47,63,53,88,57,65,55,55,41,66,67,59,46,50,62,51,55,62,52,54,58,45,14,12,17,35,11,50,61,18,13,25,21,13,18,12,51,38,87,93,97,90,92,93,91,90,55,84,68,80,85,82,62,79,30,42,22,33,20,33,73,18,37,9,28,25,48,26,30,51,92,94,81,75,91,87,81,97,74,86,63,55,93,63,61,91
73,72,86,88,76,66,61,81,85,72,65,66,59,81,59,73,50,65,57,62,62,58,49,50,73,47,55,42,50,51,62,43,19,14,20,29,15,46,55,17,7,24,25,16,20,9,41,42,92,95,96,89,90,91,91,84,66,86,67,81,89,82,74,73,26,51,24,26,16,43,65,15,39,7,19,24,34,28,30,38,87,92,80,68,89,83,84,96,84,86,73,62,94,59,63,91
75,62,84,78,77,71,63,78,75,69,59,68,67,80,65,74,52,67,53,60,61,52,51,54,63,45,49,57,54,50,49,53,19,28,15,36,18,50,60,15,9,26,26,16,21,9,39,40,88,95,95,90,88,94,92,84,58,83,67,87,84,71,74,66,24,45,24,34,23,37,62,20,34,23,22,32,46,28,31,58,79,90,79,61,91,83,76,92,82,87,60,60,86,51,59,89
90,71,86,88,79,65,63,86,73,73,52,80,58,81,60,73,52,65,59,57,54,53,47,52,63,50,54,54,52,54,52,54,22,15,19,33,9,53,63,6,5,31,20,20,9,8,44,40,89,88,90,91,96,91,93,86,65,87,62,80,86,80,56,72,29,48,29,31,19,39,74,24,23,13,27,38,47,28,24,35,83,96,87,65,86,86,79,94,75,84,69,60,98,57,57,84
82,76,79,88,80,69,67,83,74,66,53,72,59,84,58,74,63,62,45,60,63,54,52,49,63,46,51,47,52,45,62,41,17,15,23,28,6,52,50,15,9,19,17,9,9,12,38,44,84,90,97,90,91,90,90,82,64,85,66,84,88,77,67,80,26,37,24,30,14,40,68,12,34,12,19,22,40,31,27,55,86,94,82,67,80,82,92,92,82,91,65,56,92,62,61,91
88,71,85,82,82,73,67,77,74,64,51,64,61,82,65,78,60,62,58,48,52,48,47,50,59,45,46,50,56,54,53,52,21,18,17,31,14,55,57,10,8,27,23,16,15,8,39,38,91,97,91,90,92,93,92,87,61,92,63,85,87,80,65,73,29,35,23,23,19,37,74,20,40,9,16,27,49,32,20,47,87,94,81,68,87,87,84,97,71,83,65,72,93,50,70,96
92,72,85,87,73,74,69,79,71,54,62,71,61,82,63,71,58,61,53,54,53,54,57,62,65,50,50,59,51,42,57,50,16,15,17,33,15,48,59,18,14,30,27,19,17,9,47,45,86,95,92,92,93,94,94,90,67,89,53,72,84,72,68,70,22,50,19,33,15,37,70,12,46,14,25,23,47,33,24,50,88,92,81,74,89,81,91,94,71,82,72,65,88,62,65,92
82,65,88,89,81,66,57,77,75,78,62,72,55,85,64,76,49,65,56,57,62,53,56,55,66,45,46,51,45,47,51,43,15,13,13,34,12,55,55,13,5,33,19,13,8,10,49,43,83,91,98,96,95,97,90,87,60,88,59,80,86,84,74,82,29,51,27,32,14,36,70,18,37,6,18,22,53,24,28,44,85,94,83,71,88,83,86,96,80,90,62,66,92,48,68,87
88,62,87,94,84,63,63,85,82,74,54,73,53,86,63,77,55,61,43,54,63,48,64,48,68,51,54,65,54,60,61,53,23,14,10,29,17,46,59,17,8,24,15,12,11,6,40,47,83,93,94,92,90,97,94,89,66,91,72,89,88,88,75,81,30,42,26,33,22,29,71,12,27,8,20,15,42,29,25,47,85,97,75,70,94,85,87,92,81,89,75,63,94,65,68,95
83,69,85,87,83,63,63,79,74,76,60,73,48,84,61,75,64,69,54,53,53,56,48,55,54,54,49,49,57,48,52,44,19,10,12,41,12,52,56,6,15,27,25,26,14,7,41,34,78,92,96,82,91,90,90,86,63,89,71,80,81,77,61,75,28,48,26,34,24,33,74,16,35,12,15,22,47,28,29,44,88,95,79,74,91,81,87,92,82,80,58,77,96,60,70,94
85,79,88,87,81,75,60,80,87,73,55,68,56,87,69,70,67,68,57,66,61,45,63,65,66,46,58,58,51,49,54,43,13,14,20,34,15,44,59,15,10,34,13,12,9,8,41,34,92,94,95,93,95,93,95,84,65,81,61,85,86,77,71,78,30,39,27,37,12,38,71,23,35,11,16,16,37,32,23,44,87,97,79,77,85,82,79,97,77,86,75,60,96,50,63,94
83,73,87,88,80,75,51,80,85,66,49,72,57,81,64,71,54,70,54,60,50,46,55,55,61,62,47,51,56,53,52,49,14,11,18,28,18,42,48,20,9,26,22,21,5,7,45,41,82,96,96,92,96,96,94,93,70,89,66,80,88,83,61,74,36,43,27,33,14,40,73,13,43,13,19,17,37,27,29,42,91,97,79,68,89,80,83,97,81,84,62,64,94,55,65,92
89,66,88,88,80,65,56,76,80,59,53,63,64,84,66,73,56,71,47,52,58,49,56,54,55,53,48,52,54,53,49,46,18,16,12,27,13,49,55,17,7,25,17,14,15,6,40,35,94,93,95,88,88,95,93,91,65,87,73,80,85,82,74,76,27,34,23,28,12,34,68,19,37,7,27,20,47,22,23,48,92,95,79,73,92,85,86,94,79,82,64,66,93,59,69,93
80,70,86,90,81,66,59,83,74,69,58,80,61,87,64,75,51,67,51,56,61,54,55,46,75,52,42,51,40,50,54,40,26,19,14,30,16,39,58,15,4,23,16,13,8,8,37,38,92,93,93,90,96,95,94,88,70,81,72,88,88,81,75,74,30,52,24,32,18,34,65,20,34,9,18,29,38,27,23,48,87,98,80,74,92,79,85,97,80,90,74,70,95,55,59,85
81,70,84,79,77,71,70,76,82,75,55,71,65,77,51,79,52,66,57,63,56,52,57,56,62,53,44,52,55,48,57,43,11,11,19,31,14,41,59,19,14,26,29,20,15,7,53,34,93,85,93,86,94,97,91,88,66,86,65,84,90,72,60,76,35,40,22,25,15,29,75,18,37,15,16,16,40,31,27,47,87,92,79,68,91,86,82,92,71,90,69,61,92,62,57,85
82,68,83,84,77,72,66,78,77,64,44,70,51,78,54,78,58,60,51,58,54,52,57,51,58,44,45,51,48,59,50,48,22,14,15,33,19,48,56,16,8,31,25,11,15,11,45,29,84,95,97,92,89,92,93,92,58,79,67,78,85,79,65,72,35,45,17,26,16,35,67,24,43,16,17,24,44,23,33,46,89,94,77,75,86,84,81,90,80,88,60,56,93,53,69,86
93,73,81,82,77,63,60,83,81,70,55,80,53,80,49,73,52,60,46,51,55,49,45,53,66,44,46,52,45,49,56,49,30,8,11,33,16,34,56,15,13,20,19,20,10,12,49,40,81,93,93,89,95,94,89,87,68,81,73,87,92,79,64,80,27,40,20,41,9,31,67,20,34,9,14,19,50,26,23,47,84,87,76,65,85,80,83,95,72,85,59,62,94,54,60,90
84,66,81,80,74,61,69,76,82,63,46,68,53,73,60,72,59,59,54,49,47,53,45,58,63,48,43,55,55,51,44,47,21,14,19,34,9,50,54,13,7,22,21,20,16,14,45,34,91,93,93,91,91,96,93,85,61,91,65,77,86,78,69,72,34,46,24,32,12,31,74,27,33,11,17,21,42,32,25,48,86,93,73,71,90,86,85,93,82,88,61,59,93,56,70,86
81,68,82,89,80,62,62,82,81,70,60,76,61,76,59,75,62,63,49,49,57,61,50,53,64,63,58,53,46,40,50,48,19,19,22,39,13,53,64,16,18,23,18,14,16,15,39,40,90,94,91,87,93,96,90,92,59,91,62,79,86,83,63,68,34,44,31,31,9,38,72,26,42,17,25,21,50,32,25,38,87,94,84,69,85,82,88,93,77,83,65,54,92,50,67,90
85,74,81,81,78,70,61,79,77,67,57,69,42,84,58,82,51,57,46,59,63,39,49,48,60,51,46,62,49,47,49,41,23,7,19,42,17,54,60,20,10,22,16,24,11,9,44,43,82,87,93,88,91,96,91,92,61,86,57,76,87,81,71,78,34,49,21,36,11,36,74,24,42,10,25,26,41,34,21,49,82,91,75,71,85,79,84,92,74,84,62,56,91,61,65,86
83,68,87,83,78,72,61,81,78,61,58,74,51,80,59,71,52,63,58,62,59,56,51,54,62,60,50,50,54,44,51,44,19,13,21,42,16,60,52,15,10,33,16,15,18,5,47,40,84,97,92,89,87,94,88,84,57,86,60,85,84,79,69,75,19,48,28,24,19,35,75,24,39,13,23,31,35,27,27,43,85,96,73,70,85,81,84,93,70,84,75,63,89,59,56,91
80,72,76,82,83,60,64,80,75,66,56,76,58,79,63,66,50,70,50,57,57,46,48,57,64,56,41,57,52,53,55,48,19,16,17,41,21,46,53,13,7,35,23,15,12,17,45,33,90,95,93,90,92,96,88,85,56,89,64,80,83,74,66,75,29,50,25,24,16,24,60,16,33,15,16,29,47,30,26,44,90,96,79,77,87,82,88,97,79,79,59,65,88,52,54,92
89,64,84,80,80,67,65,74,69,66,60,79,58,80,61,72,50,66,54,49,61,61,47,49,49,53,46,42,49,56,54,50,19,11,16,35,20,51,52,23,10,26,22,19,11,13,40,44,87,95,89,89,91,93,88,87,62,83,60,88,85,76,70,76,28,34,29,36,15,37,70,23,35,10,22,28,40,27,26,52,79,94,84,73,91,81,83,95,69,87,56,60,88,59,70,89
82,70,86,90,73,63,63,78,68,68,55,83,53,80,54,80,56,63,57,58,43,51,45,64,57,51,46,50,42,43,66,51,19,8,20,39,14,45,51,17,6,27,22,11,10,11,50,39,84,91,94,89,93,95,89,88,63,85,63,84,84,83,69,74,37,45,24,37,12,33,72,18,37,15,28,24,42,34,26,42,91,94,74,68,87,85,84,97,82,82,55,52,93,56,65,92
89,60,85,85,76,72,59,88,73,68,52,75,60,84,67,75,56,69,51,50,59,54,54,58,54,46,49,51,53,56,41,49,20,12,16,32,8,50,53,15,7,28,20,16,13,8,35,37,90,94,90,92,93,98,94,84,63,95,66,81,92,81,72,76,30,37,23,30,15,34,68,15,36,6,25,30,40,32,21,48,89,94,79,64,89,82,82,92,72,83,61,56,92,66,63,85
81,63,84,80,79,70,60,72,67,60,63,75,55,80,63,66,49,69,47,58,61,52,56,58,57,54,48,53,46,49,42,51,24,10,19,25,19,40,46,20,10,25,18,16,11,15,55,48,82,90,87,90,88,92,89,85,61,85,64,81,80,83,65,72,32,40,22,28,15,37,71,14,34,14,27,21,49,34,29,48,82,91,78,71,89,81,79,93,76,85,58,60,86,67,57,86
87,73,81,82,88,67,63,88,79,72,53,75,51,87,58,75,54,68,53,55,51,49,46,54,58,54,57,46,54,52,53,40,24,13,18,31,10,53,53,14,11,26,19,10,15,12,49,38,83,93,93,87,89,93,90,90,62,86,70,75,82,84,71,73,30,56,27,34,14,31,72,21,34,13,18,22,44,26,26,48,91,97,82,72,86,90,83,95,78,87,63,61,94,57,63,92
87,72,87,80,76,64,62,79,77,66,50,65,60,87,56,75,56,64,52,57,54,46,60,54,66,53,47,49,51,47,48,43,18,11,16,30,14,51,46,13,11,19,28,16,11,12,54,47,82,89,92,92,94,91,92,86,64,86,65,79,84,75,68,76,29,42,20,34,18,33,72,16,33,9,21,23,47,29,22,49,89,94,76,73,89,85,84,95,83,87,67,64,92,50,66,90
82,78,78,89,82,64,64,84,72,74,56,71,46,80,59,69,50,61,51,66,51,56,52,59,68,50,52,49,55,46,51,57,15,13,15,30,16,43,62,10,6,16,19,14,24,11,47,31,86,94,93,90,90,94,87,89,63,87,63,83,87,83,72,70,30,52,21,27,12,36,76,18,36,10,20,32,44,34,28,51,85,93,83,69,85,81,85,95,85,88,65,59,92,67,66,85
78,65,82,84,84,65,62,75,69,75,60,77,64,82,68,71,66,65,54,56,50,52,49,47,57,55,46,50,46,39,53,47,19,15,15,34,12,57,55,16,16,26,19,19,15,6,43,42,88,93,92,91,94,95,90,86,62,86,71,81,79,78,70,71,27,40,28,33,16,38,76,25,35,13,21,25,34,32,25,44,86,93,81,69,86,81,86,91,80,90,57,62,82,66,60,86
77,72,82,84,76,68,67,77,79,71,52,65,65,84,62,77,56,72,55,46,54,55,55,50,67,43,51,58,48,47,52,52,16,6,16,33,16,49,62,21,9,20,20,10,15,11,51,42,88,91,94,94,94,95,89,87,65,81,67,77,83,78,76,79,32,47,23,35,13,30,68,25,34,7,29,21,43,28,27,55,81,92,79,67,88,86,82,96,74,88,62,57,95,56,69,86
85,72,80,85,82,70,63,77,79,67,50,74,54,82,66,73,52,64,50,56,65,52,49,51,69,53,55,53,41,50,65,50,25,12,15,33,14,61,55,19,10,30,28,17,14,9,48,37,90,93,98,89,95,94,92,92,64,90,64,84,83,76,68,64,27,40,30,32,10,49,75,23,38,10,13,19,38,28,36,44,84,95,81,69,85,79,82,92,75,85,69,69,97,69,62,93
82,74,80,81,87,74,56,82,78,62,52,58,44,79,65,67,65,53,54,60,57,54,46,48,57,55,46,60,50,55,45,40,23,15,19,39,20,38,58,22,8,27,20,17,9,12,51,46,90,93,92,96,88,93,89,84,62,82,69,82,83,73,72,78,26,43,18,32,10,31,71,27,39,9,22,27,48,31,26,44,91,90,70,66,82,84,81,91,70,86,62,62,86,43,65,92
79,65,81,85,81,60,64,83,76,69,58,72,62,78,57,84,53,52,43,62,57,44,52,54,62,53,51,46,42,47,52,53,13,14,22,35,16,42,62,16,8,26,20,17,18,8,39,36,84,93,95,88,93,95,93,89,67,90,65,79,88,74,72,76,26,49,20,38,19,28,70,23,37,16,17,22,37,28,23,45,83,98,80,77,86,89,73,96,78,87,65,60,91,51,67,90
86,68,79,84,80,66,65,73,74,70,51,70,53,86,49,71,58,69,53,56,49,54,50,53,66,45,50,54,49,55,54,50,18,19,14,31,16,49,63,17,9,26,25,17,15,12,46,47,89,95,93,94,91,96,89,88,60,89,66,80,83,78,73,76,37,43,22,31,10,34,62,21,33,4,13,29,41,35,28,50,89,96,80,64,91,81,80,96,77,88,66,63,93,53,64,86
92,73,84,83,82,68,59,84,72,70,54,75,54,87,68,78,57,63,54,51,66,45,55,53,64,53,46,57,58,54,62,54,19,9,20,27,14,49,52,18,9,19,15,10,10,16,42,43,89,93,96,88,92,97,96,88,56,90,63,75,84,70,67,79,28,44,28,28,10,23,62,19,34,10,20,24,40,32,33,48,89,96,75,72,86,82,80,97,75,87,67,57,97,67,56,93
89,67,86,92,80,62,65,74,75,64,54,74,55,85,63,69,47,65,56,58,54,62,50,54,52,50,56,48,51,54,54,43,22,14,21,31,15,49,53,14,8,24,18,12,14,15,45,41,90,98,92,97,92,95,93,84,62,90,77,74,87,77,72,71,34,35,23,29,15,33,62,15,34,17,25,27,45,24,19,39,87,94,77,68,92,84,84,94,78,91,64,70,87,58,72,86
83,59,88,88,81,76,59,81,79,72,53,70,53,76,60,72,45,58,49,49,60,54,50,45,55,40,51,55,42,49,55,43,12,16,16,39,15,45,57,14,12,21,24,10,9,14,50,36,87,95,90,87,93,97,90,88,70,91,68,74,83,81,68,74,27,40,27,32,16,33,70,18,31,9,24,21,44,36,25,30,85,94,72,66,90,78,80,96,70,84,72,54,91,56,57,88
86,72,84,78,83,60,68,79,75,66,58,67,57,82,70,77,49,64,53,49,54,49,48,60,62,57,46,47,48,48,46,51,21,13,22,31,16,44,57,16,5,21,18,21,10,10,41,38,93,93,91,96,88,91,93,86,55,83,71,76,84,86,61,79,27,56,28,26,19,29,70,30,31,12,28,21,44,25,31,49,89,94,77,69,89,82,85,92,80,89,67,63,95,48,64,91
82,72,83,90,78,77,63,81,78,71,51,78,50,83,61,72,44,64,55,64,54,49,50,52,65,43,49,57,60,50,50,41,26,14,13,33,11,50,56,14,6,28,14,8,10,11,48,32,82,96,95,94,87,95,92,88,64,88,58,76,83,78,57,73,32,43,30,25,17,27,74,20,39,12,15,16,40,22,28,44,91,98,79,72,89,86,88,96,78,85,61,65,94,57,68,85
79,72,87,85,76,67,61,76,80,73,44,68,57,83,58,80,56,59,52,57,54,56,48,52,58,55,49,51,45,47,51,49,18,21,14,32,16,51,54,16,9,24,12,12,10,11,48,41,88,94,91,88,93,97,94,86,62,86,69,78,91,78,65,78,25,51,29,33,16,37,72,24,36,11,27,24,41,32,30,52,89,93,72,68,90,79,83,95,80,85,63,58,90,50,61,87
90,66,86,85,79,62,66,83,80,73,56,81,60,79,63,78,50,71,50,71,59,51,60,56,64,46,53,46,48,56,55,43,15,16,18,36,10,52,60,16,8,25,26,15,14,9,46,37,87,94,90,96,91,92,89,88,65,87,60,76,86,82,71,75,24,45,21,29,15,36,66,18,42,8,21,29,48,32,21,53,85,92,83,69,92,82,80,96,78,86,65,66,93,55,68,86
90,75,90,84,78,69,60,82,78,58,57,70,57,82,65,63,55,69,49,54,53,56,52,48,59,55,48,55,45,51,45,54,14,14,19,30,13,51,63,12,9,20,21,14,17,17,31,36,85,96,92,94,93,97,93,86,66,85,64,76,85,78,66,78,29,40,26,37,18,31,72,18,42,10,22,17,34,28,26,42,88,96,81,70,88,82,83,95,85,89,75,65,91,64,67,82
85,67,84,84,76,68,62,72,79,61,51,70,60,85,63,75,64,76,63,49,63,53,46,56,63,57,44,52,48,49,46,41,21,22,13,28,19,45,53,15,7,32,32,16,15,16,48,38,85,95,89,91,92,95,91,87,60,89,70,75,84,80,67,78,29,42,37,46,13,30,75,20,38,19,19,32,42,24,30,48,83,93,80,71,91,82,84,92,81,85,62,60,95,56,70,86
77,70,87,81,76,65,73,91,77,65,52,75,58,80,63,73,58,59,41,55,65,52,54,47,58,38,50,45,49,50,60,45,27,11,21,28,21,54,62,17,13,29,27,12,12,11,42,33,90,96,94,95,91,95,91,84,61,86,60,81,78,77,60,78,21,38,27,23,18,36,68,23,39,12,18,23,39,31,27,45,83,96,85,77,90,84,81,99,72,86,65,68,91,51,60,85
86,61,75,88,82,78,59,77,82,71,56,65,58,81,61,77,46,59,51,53,56,53,52,47,64,51,47,67,61,50,52,45,18,19,23,34,15,50,56,18,6,25,15,13,18,9,43,45,86,97,94,95,93,97,95,87,66,92,74,80,87,75,67,73,28,44,22,34,13,29,66,19,33,13,23,28,36,26,24,49,85,95,82,68,89,81,86,98,80,84,62,62,94,56,56,88
86,70,82,88,82,68,66,84,80,74,56,85,58,80,55,69,56,63,52,57,66,51,53,59,60,50,48,57,57,50,60,56,14,7,17,36,13,48,57,17,6,26,18,11,12,11,51,51,84,99,93,92,98,98,88,83,68,87,65,86,80,83,77,75,24,50,31,38,15,31,73,20,42,7,18,19,50,35,25,40,90,94,87,62,88,75,83,95,85,86,63,58,91,51,68,91
89,72,94,81,79,65,62,87,77,66,57,76,50,82,71,70,54,54,53,55,52,43,55,57,67,47,50,54,50,49,56,52,18,11,15,32,10,47,44,15,4,27,13,18,13,6,50,36,84,92,94,95,94,100,96,88,73,89,62,79,90,86,72,75,27,41,25,29,18,34,70,21,39,5,24,17,42,31,24,47,85,95,78,65,86,87,83,98,81,92,64,66,94,68,59,86
83,73,86,90,84,67,67,84,81,72,59,73,53,81,61,78,53,59,51,60,56,57,54,58,68,55,54,54,44,53,55,44,17,7,17,35,11,51,55,8,6,22,17,18,11,7,45,32,90,92,95,92,96,95,95,90,65,95,65,85,88,82,74,73,24,49,25,33,14,28,69,17,35,10,21,26,44,30,30,56,85,96,73,76,91,84,86,95,89,88,72,65,96,53,65,91
84,79,81,89,87,70,61,86,75,68,53,79,50,81,60,68,51,67,48,54,55,55,50,52,59,49,46,57,43,40,49,50,22,20,14,44,22,34,62,13,8,24,18,16,11,18,48,47,91,93,96,92,96,96,92,91,71,90,60,80,88,78,67,75,30,54,24,31,15,39,73,19,30,12,27,28,50,29,24,42,87,94,84,67,89,75,87,95,75,83,58,63,92,53,67,90
83,72,78,84,73,66,62,75,78,67,44,71,47,83,72,71,62,61,50,55,56,51,58,49,54,53,48,54,57,47,62,50,16,9,16,39,16,51,59,22,17,23,15,7,19,10,43,47,85,90,95,86,91,93,94,86,70,90,64,78,83,75,70,74,27,37,20,26,22,27,64,17,24,13,21,27,31,25,31,47,83,94,80,71,90,88,88,91,80,83,73,62,91,58,66,86
88,63,82,81,78,64,61,80,75,71,50,75,56,87,67,80,56,67,55,61,52,53,53,50,57,50,41,56,55,56,56,43,19,20,17,28,13,46,47,17,12,27,27,16,15,10,39,28,85,92,96,88,93,94,89,95,63,86,60,79,83,78,67,72,22,43,23,35,17,28,73,20,45,11,28,28,46,26,22,44,90,93,79,74,86,80,89,96,77,81,66,56,96,58,63,86
89,77,81,88,78,64,62,87,75,73,54,71,61,84,69,72,61,59,48,63,59,53,55,61,70,51,56,46,45,46,58,48,20,14,21,30,11,57,55,16,10,32,16,15,14,9,49,43,90,92,94,90,90,95,94,85,61,90,67,71,85,84,65,81,30,44,26,30,13,40,67,19,44,11,22,26,42,34,27,53,86,91,72,58,87,73,84,92,76,86,64,62,95,62,71,84
82,69,84,83,83,60,61,79,72,64,48,71,60,79,67,75,65,65,59,59,58,44,50,47,60,54,43,40,51,48,50,50,19,13,19,38,9,46,62,5,10,24,32,16,11,11,43,30,82,94,96,89,90,97,93,92,68,92,61,86,84,81,72,72,30,39,24,28,16,31,71,24,29,16,22,24,51,31,21,42,89,94,77,65,88,86,86,93,75,80,70,74,95,55,60,93
85,73,81,87,79,75,62,78,84,67,63,74,65,79,61,77,59,60,55,58,49,47,52,41,53,55,55,55,57,53,48,46,18,15,18,24,12,57,57,15,9,27,22,11,14,4,57,38,90,93,92,91,94,93,92,90,70,88,74,80,90,84,69,73,27,43,22,28,23,31,69,16,38,8,29,21,43,31,28,41,87,94,71,70,86,86,88,93,74,85,70,60,94,50,62,87
84,75,80,83,78,71,69,76,76,65,49,72,54,82,57,77,60,72,55,55,66,55,48,41,61,51,56,66,50,55,54,45,16,16,18,40,11,48,66,16,11,20,20,21,13,15,47,27,86,96,94,93,93,96,90,84,67,90,67,82,83,78,62,76,34,50,30,36,15,39,72,21,40,11,19,24,42,28,18,51,85,97,79,74,92,85,79,94,74,90,58,53,95,53,67,84
89,66,86,93,81,68,69,87,80,75,65,74,49,91,68,80,56,62,57,59,52,47,55,61,68,64,48,61,52,48,55,40,22,15,16,37,11,59,61,15,7,27,13,13,18,15,40,39,88,94,98,93,92,97,91,90,63,91,56,81,87,80,70,81,25,43,21,28,17,38,74,17,26,11,15,21,42,31,32,46,91,98,73,73,89,86,81,98,86,91,76,60,96,67,68,88
89,66,88,90,84,66,60,66,72,68,56,74,53,81,58,76,61,51,55,69,51,51,54,53,61,49,45,44,46,54,55,57,17,22,13,32,15,50,57,21,9,27,24,14,14,9,46,25,81,95,94,90,90,97,91,86,66,78,69,75,85,75,73,75,29,50,35,29,20,41,61,20,37,16,24,21,41,26,22,49,92,95,80,68,89,82,85,93,73,81,68,58,92,54,65,90
87,67,86,89,77,67,62,80,73,72,44,72,50,81,66,76,54,68,57,62,60,54,58,53,58,54,58,54,56,50,53,42,19,15,16,36,22,52,58,14,5,23,21,20,7,12,43,37,86,93,91,93,89,98,91,87,71,92,73,83,87,74,71,72,26,52,24,34,8,38,77,19,40,17,23,24,45,30,25,51,88,95,82,72,90,83,85,91,78,89,74,62,92,62,58,87
82,76,79,81,73,55,65,82,79,63,57,71,42,69,61,69,52,61,53,61,56,39,49,55,62,49,38,52,54,48,54,47,17,15,19,30,19,53,51,16,13,21,14,20,11,13,40,36,85,96,89,88,94,97,86,82,63,92,68,75,83,86,74,74,31,50,18,37,20,40,69,22,29,16,29,18,42,41,36,47,84,95,80,59,85,82,85,93,76,83,61,64,90,49,67,86
84,69,78,85,84,69,63,83,78,67,53,77,59,81,68,73,45,68,59,55,63,53,51,58,67,48,50,54,54,52,64,44,15,16,10,30,18,46,57,18,8,25,22,14,13,10,51,39,88,92,93,93,93,97,84,88,66,89,67,84,88,79,69,79,28,52,33,21,24,30,70,21,39,7,19,27,41,34,27,48,89,96,75,70,90,82,87,97,79,89,65,59,93,59,63,91
86,73,85,82,82,66,68,81,76,60,54,65,59,88,60,71,50,60,48,50,55,52,44,57,59,50,45,56,41,51,48,50,21,13,9,30,12,56,53,12,9,22,19,17,14,11,45,37,85,90,90,89,86,96,92,87,65,88,59,79,84,82,66,73,24,52,21,32,17,33,73,23,33,10,28,25,38,34,29,50,88,92,74,63,85,78,79,97,67,92,63,51,92,61,66,88
90,71,91,87,83,69,59,80,83,69,52,81,61,85,63,75,60,73,53,65,53,56,59,60,60,58,52,62,52,49,66,39,13,18,18,27,15,49,50,10,12,24,18,14,16,9,46,41,85,93,95,95,95,96,94,85,52,91,69,81,82,76,62,72,29,49,24,34,14,31,72,18,38,10,29,35,44,34,20,55,84,98,84,70,91,81,85,97,79,86,62,61,95,61,70,91
90,74,86,88,86,61,69,82,77,70,48,70,50,82,63,74,60,65,50,58,56,54,40,54,60,39,52,54,39,47,54,49,28,10,12,26,13,47,50,15,7,22,19,15,17,12,48,30,86,96,89,89,94,95,93,92,64,91,63,80,86,82,69,78,30,41,27,30,11,31,68,16,39,10,20,21,43,24,24,45,87,98,85,71,87,79,77,94,77,89,70,60,94,66,61,87
76,65,87,89,74,74,59,82,75,66,58,66,64,82,64,69,49,59,61,47,61,49,50,43,65,51,51,54,46,53,60,48,26,13,24,47,14,51,59,8,10,22,21,10,16,16,37,42,90,92,93,91,91,95,92,87,57,87,59,78,88,81,68,79,31,38,25,29,14,38,66,17,36,10,19,25,40,33,32,40,93,91,74,71,88,79,76,96,81,80,67,61,97,53,64,89
82,67,80,89,80,62,61,77,79,70,51,71,49,83,60,75,61,64,50,60,57,50,52,55,68,46,59,47,64,57,54,51,20,23,17,32,14,44,63,16,8,31,14,20,15,11,48,49,83,97,92,88,90,86,87,87,54,82,64,82,86,82,65,79,33,42,34,26,17,35,73,17,33,16,23,26,42,29,27,49,91,94,81,76,91,83,83,97,72,88,58,64,88,59,65,90
